group,topic,language,date,msg_id,ioc_type,ioc_value,message_text
IBM EXAM SOLUTION,Education,English,2024-03-11 06:21:58,4139580,fqdn,careers.ibm.com,"IBM Off Campus Drive 

 🎖Batch  -     2024 2023 2022 2021 2020                         https://careers.ibm.com/job/19969224/back-end-developer-bangalore-in/

WhatsApp  -   https://bit.ly/3tcjxV3"
IBM EXAM SOLUTION,Education,English,2024-03-11 06:21:58,4139580,fqdn,bit.ly,"IBM Off Campus Drive 

 🎖Batch  -     2024 2023 2022 2021 2020                         https://careers.ibm.com/job/19969224/back-end-developer-bangalore-in/

WhatsApp  -   https://bit.ly/3tcjxV3"
IBM EXAM SOLUTION,Education,English,2024-03-11 06:21:58,4139580,url,https://careers.ibm.com/job/19969224/back-end-developer-bangalore-in/,"IBM Off Campus Drive 

 🎖Batch  -     2024 2023 2022 2021 2020                         https://careers.ibm.com/job/19969224/back-end-developer-bangalore-in/

WhatsApp  -   https://bit.ly/3tcjxV3"
IBM EXAM SOLUTION,Education,English,2024-03-11 06:21:58,4139580,url,https://bit.ly/3tcjxV3,"IBM Off Campus Drive 

 🎖Batch  -     2024 2023 2022 2021 2020                         https://careers.ibm.com/job/19969224/back-end-developer-bangalore-in/

WhatsApp  -   https://bit.ly/3tcjxV3"
IBM EXAM SOLUTION,Education,English,2024-03-13 07:23:07,4140561,fqdn,youtu.be,"Oracle Off Campus Drive 

 🎖Batch  -      2024 2023 2022 2021 2020
         https://youtu.be/fsnvvPD4MMI?si=RImUCCe4qLUn4okB

WhatsApp  -   https://bit.ly/3tcjxV3"
IBM EXAM SOLUTION,Education,English,2024-03-13 07:23:07,4140561,fqdn,bit.ly,"Oracle Off Campus Drive 

 🎖Batch  -      2024 2023 2022 2021 2020
         https://youtu.be/fsnvvPD4MMI?si=RImUCCe4qLUn4okB

WhatsApp  -   https://bit.ly/3tcjxV3"
IBM EXAM SOLUTION,Education,English,2024-03-13 07:23:07,4140561,url,https://youtu.be/fsnvvPD4MMI?si=RImUCCe4qLUn4okB,"Oracle Off Campus Drive 

 🎖Batch  -      2024 2023 2022 2021 2020
         https://youtu.be/fsnvvPD4MMI?si=RImUCCe4qLUn4okB

WhatsApp  -   https://bit.ly/3tcjxV3"
IBM EXAM SOLUTION,Education,English,2024-03-13 07:23:07,4140561,url,https://bit.ly/3tcjxV3,"Oracle Off Campus Drive 

 🎖Batch  -      2024 2023 2022 2021 2020
         https://youtu.be/fsnvvPD4MMI?si=RImUCCe4qLUn4okB

WhatsApp  -   https://bit.ly/3tcjxV3"
IBM EXAM SOLUTION,Education,English,2024-03-14 14:57:53,4141437,fqdn,youtu.be,"Oracle Off Campus Drive 

 🎖Batch  -      2024 2023 2022 2021 2020
         https://youtu.be/fsnvvPD4MMI?si=RImUCCe4qLUn4okB

WhatsApp  -   https://bit.ly/3tcjxV3"
IBM EXAM SOLUTION,Education,English,2024-03-14 14:57:53,4141437,fqdn,bit.ly,"Oracle Off Campus Drive 

 🎖Batch  -      2024 2023 2022 2021 2020
         https://youtu.be/fsnvvPD4MMI?si=RImUCCe4qLUn4okB

WhatsApp  -   https://bit.ly/3tcjxV3"
IBM EXAM SOLUTION,Education,English,2024-03-14 14:57:53,4141437,url,https://youtu.be/fsnvvPD4MMI?si=RImUCCe4qLUn4okB,"Oracle Off Campus Drive 

 🎖Batch  -      2024 2023 2022 2021 2020
         https://youtu.be/fsnvvPD4MMI?si=RImUCCe4qLUn4okB

WhatsApp  -   https://bit.ly/3tcjxV3"
IBM EXAM SOLUTION,Education,English,2024-03-14 14:57:53,4141437,url,https://bit.ly/3tcjxV3,"Oracle Off Campus Drive 

 🎖Batch  -      2024 2023 2022 2021 2020
         https://youtu.be/fsnvvPD4MMI?si=RImUCCe4qLUn4okB

WhatsApp  -   https://bit.ly/3tcjxV3"
IBM EXAM SOLUTION,Education,English,2024-03-14 17:12:39,4141490,fqdn,telegram.me,"SYSTEM DESIGN All Notes📝
telegram.me/studymaterial_IT"
IBM EXAM SOLUTION,Education,English,2024-03-14 17:12:39,4141490,url,telegram.me/studymaterial_IT,"SYSTEM DESIGN All Notes📝
telegram.me/studymaterial_IT"
IBM EXAM SOLUTION,Education,English,2024-03-15 02:38:39,4141553,fqdn,youtu.be,"IBM Off Campus Drive 

 🎖Batch  -    2025 2024 2023 2022 - 2019
         https://youtu.be/suqsDTwhwRI?si=3kF1N46pA9wEZvh5

WhatsApp  -   https://bit.ly/3tcjxV3"
IBM EXAM SOLUTION,Education,English,2024-03-15 02:38:39,4141553,fqdn,bit.ly,"IBM Off Campus Drive 

 🎖Batch  -    2025 2024 2023 2022 - 2019
         https://youtu.be/suqsDTwhwRI?si=3kF1N46pA9wEZvh5

WhatsApp  -   https://bit.ly/3tcjxV3"
IBM EXAM SOLUTION,Education,English,2024-03-15 02:38:39,4141553,url,https://youtu.be/suqsDTwhwRI?si=3kF1N46pA9wEZvh5,"IBM Off Campus Drive 

 🎖Batch  -    2025 2024 2023 2022 - 2019
         https://youtu.be/suqsDTwhwRI?si=3kF1N46pA9wEZvh5

WhatsApp  -   https://bit.ly/3tcjxV3"
IBM EXAM SOLUTION,Education,English,2024-03-15 02:38:39,4141553,url,https://bit.ly/3tcjxV3,"IBM Off Campus Drive 

 🎖Batch  -    2025 2024 2023 2022 - 2019
         https://youtu.be/suqsDTwhwRI?si=3kF1N46pA9wEZvh5

WhatsApp  -   https://bit.ly/3tcjxV3"
IBM EXAM SOLUTION,Education,English,2024-03-15 09:37:11,4141742,fqdn,youtu.be,"Oracle Off Campus Drive 

 🎖Batch  -      2024 2023 2022 2021 2020
         https://youtu.be/fsnvvPD4MMI?si=RImUCCe4qLUn4okB

WhatsApp  -   https://bit.ly/3tcjxV3"
IBM EXAM SOLUTION,Education,English,2024-03-15 09:37:11,4141742,fqdn,bit.ly,"Oracle Off Campus Drive 

 🎖Batch  -      2024 2023 2022 2021 2020
         https://youtu.be/fsnvvPD4MMI?si=RImUCCe4qLUn4okB

WhatsApp  -   https://bit.ly/3tcjxV3"
IBM EXAM SOLUTION,Education,English,2024-03-15 09:37:11,4141742,url,https://youtu.be/fsnvvPD4MMI?si=RImUCCe4qLUn4okB,"Oracle Off Campus Drive 

 🎖Batch  -      2024 2023 2022 2021 2020
         https://youtu.be/fsnvvPD4MMI?si=RImUCCe4qLUn4okB

WhatsApp  -   https://bit.ly/3tcjxV3"
IBM EXAM SOLUTION,Education,English,2024-03-15 09:37:11,4141742,url,https://bit.ly/3tcjxV3,"Oracle Off Campus Drive 

 🎖Batch  -      2024 2023 2022 2021 2020
         https://youtu.be/fsnvvPD4MMI?si=RImUCCe4qLUn4okB

WhatsApp  -   https://bit.ly/3tcjxV3"
IBM EXAM SOLUTION,Education,English,2024-03-16 18:01:55,4142322,fqdn,youtu.be,"IBM Off Campus Drive 

 🎖Batch  -    2025 2024 2023 2022 - 2019
         https://youtu.be/suqsDTwhwRI?si=3kF1N46pA9wEZvh5

WhatsApp  -   https://bit.ly/3tcjxV3"
IBM EXAM SOLUTION,Education,English,2024-03-16 18:01:55,4142322,fqdn,bit.ly,"IBM Off Campus Drive 

 🎖Batch  -    2025 2024 2023 2022 - 2019
         https://youtu.be/suqsDTwhwRI?si=3kF1N46pA9wEZvh5

WhatsApp  -   https://bit.ly/3tcjxV3"
IBM EXAM SOLUTION,Education,English,2024-03-16 18:01:55,4142322,url,https://youtu.be/suqsDTwhwRI?si=3kF1N46pA9wEZvh5,"IBM Off Campus Drive 

 🎖Batch  -    2025 2024 2023 2022 - 2019
         https://youtu.be/suqsDTwhwRI?si=3kF1N46pA9wEZvh5

WhatsApp  -   https://bit.ly/3tcjxV3"
IBM EXAM SOLUTION,Education,English,2024-03-16 18:01:55,4142322,url,https://bit.ly/3tcjxV3,"IBM Off Campus Drive 

 🎖Batch  -    2025 2024 2023 2022 - 2019
         https://youtu.be/suqsDTwhwRI?si=3kF1N46pA9wEZvh5

WhatsApp  -   https://bit.ly/3tcjxV3"
IBM EXAM SOLUTION,Education,English,2024-03-21 12:28:53,4145234,fqdn,youtu.be,"IBM Off Campus Drive 

 🎖Batch  -    2025 2024 2023 2022 - 2019
         https://youtu.be/suqsDTwhwRI?si=3kF1N46pA9wEZvh5

WhatsApp  -   https://bit.ly/3tcjxV3"
IBM EXAM SOLUTION,Education,English,2024-03-21 12:28:53,4145234,fqdn,bit.ly,"IBM Off Campus Drive 

 🎖Batch  -    2025 2024 2023 2022 - 2019
         https://youtu.be/suqsDTwhwRI?si=3kF1N46pA9wEZvh5

WhatsApp  -   https://bit.ly/3tcjxV3"
IBM EXAM SOLUTION,Education,English,2024-03-21 12:28:53,4145234,url,https://youtu.be/suqsDTwhwRI?si=3kF1N46pA9wEZvh5,"IBM Off Campus Drive 

 🎖Batch  -    2025 2024 2023 2022 - 2019
         https://youtu.be/suqsDTwhwRI?si=3kF1N46pA9wEZvh5

WhatsApp  -   https://bit.ly/3tcjxV3"
IBM EXAM SOLUTION,Education,English,2024-03-21 12:28:53,4145234,url,https://bit.ly/3tcjxV3,"IBM Off Campus Drive 

 🎖Batch  -    2025 2024 2023 2022 - 2019
         https://youtu.be/suqsDTwhwRI?si=3kF1N46pA9wEZvh5

WhatsApp  -   https://bit.ly/3tcjxV3"
IBM EXAM SOLUTION,Education,English,2024-03-28 05:03:56,4147990,fqdn,whatsapp.com,https://whatsapp.com/channel/0029Va9upVdL2AU4AJeTCY3B
IBM EXAM SOLUTION,Education,English,2024-03-28 05:03:56,4147990,url,https://whatsapp.com/channel/0029Va9upVdL2AU4AJeTCY3B,https://whatsapp.com/channel/0029Va9upVdL2AU4AJeTCY3B
IBM EXAM SOLUTION,Education,English,2024-03-29 06:29:43,4148415,fqdn,youtu.be,"TCS Off Campus Drive 

 🎖Batch  -       2024 
         https://youtu.be/jZgoCfcoVww?si=Q_mUxF12rw0MT_-i

WhatsApp  -   https://bit.ly/3tcjxV3"
IBM EXAM SOLUTION,Education,English,2024-03-29 06:29:43,4148415,fqdn,bit.ly,"TCS Off Campus Drive 

 🎖Batch  -       2024 
         https://youtu.be/jZgoCfcoVww?si=Q_mUxF12rw0MT_-i

WhatsApp  -   https://bit.ly/3tcjxV3"
IBM EXAM SOLUTION,Education,English,2024-03-29 06:29:43,4148415,url,https://youtu.be/jZgoCfcoVww?si=Q_mUxF12rw0MT_-i,"TCS Off Campus Drive 

 🎖Batch  -       2024 
         https://youtu.be/jZgoCfcoVww?si=Q_mUxF12rw0MT_-i

WhatsApp  -   https://bit.ly/3tcjxV3"
IBM EXAM SOLUTION,Education,English,2024-03-29 06:29:43,4148415,url,https://bit.ly/3tcjxV3,"TCS Off Campus Drive 

 🎖Batch  -       2024 
         https://youtu.be/jZgoCfcoVww?si=Q_mUxF12rw0MT_-i

WhatsApp  -   https://bit.ly/3tcjxV3"
IBM EXAM SOLUTION,Education,English,2024-03-30 09:41:03,4148838,fqdn,youtube.com,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-03-30 09:41:03,4148838,fqdn,instagram.com,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-03-30 09:41:03,4148838,instagramHandle,offcampusjobsindia_it,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-03-30 09:41:03,4148838,url,youtube.com/@offcampusjobsindia,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-03-30 09:41:03,4148838,url,instagram.com/offcampusjobsindia_it,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-03-30 17:07:08,4148962,fqdn,tinyurl.com,"Full Stack Web Development Career Opportunity:

Coding ninjas exclusive Scholarship Test:

📌Register Now:
           https://tinyurl.com/3rrn3we2"
IBM EXAM SOLUTION,Education,English,2024-03-30 17:07:08,4148962,url,https://tinyurl.com/3rrn3we2,"Full Stack Web Development Career Opportunity:

Coding ninjas exclusive Scholarship Test:

📌Register Now:
           https://tinyurl.com/3rrn3we2"
IBM EXAM SOLUTION,Education,English,2024-03-30 22:41:03,4149027,fqdn,youtube.com,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-03-30 22:41:03,4149027,fqdn,instagram.com,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-03-30 22:41:03,4149027,instagramHandle,offcampusjobsindia_it,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-03-30 22:41:03,4149027,url,youtube.com/@offcampusjobsindia,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-03-30 22:41:03,4149027,url,instagram.com/offcampusjobsindia_it,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-03-31 09:48:21,4149202,fqdn,youtu.be,"TCS Off Campus Drive 

 🎖Batch  -       2024 
         https://youtu.be/jZgoCfcoVww?si=Q_mUxF12rw0MT_-i

WhatsApp  -   https://bit.ly/3tcjxV3"
IBM EXAM SOLUTION,Education,English,2024-03-31 09:48:21,4149202,fqdn,bit.ly,"TCS Off Campus Drive 

 🎖Batch  -       2024 
         https://youtu.be/jZgoCfcoVww?si=Q_mUxF12rw0MT_-i

WhatsApp  -   https://bit.ly/3tcjxV3"
IBM EXAM SOLUTION,Education,English,2024-03-31 09:48:21,4149202,url,https://youtu.be/jZgoCfcoVww?si=Q_mUxF12rw0MT_-i,"TCS Off Campus Drive 

 🎖Batch  -       2024 
         https://youtu.be/jZgoCfcoVww?si=Q_mUxF12rw0MT_-i

WhatsApp  -   https://bit.ly/3tcjxV3"
IBM EXAM SOLUTION,Education,English,2024-03-31 09:48:21,4149202,url,https://bit.ly/3tcjxV3,"TCS Off Campus Drive 

 🎖Batch  -       2024 
         https://youtu.be/jZgoCfcoVww?si=Q_mUxF12rw0MT_-i

WhatsApp  -   https://bit.ly/3tcjxV3"
IBM EXAM SOLUTION,Education,English,2024-03-31 10:41:03,4149221,fqdn,youtube.com,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-03-31 10:41:03,4149221,fqdn,instagram.com,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-03-31 10:41:03,4149221,instagramHandle,offcampusjobsindia_it,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-03-31 10:41:03,4149221,url,youtube.com/@offcampusjobsindia,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-03-31 10:41:03,4149221,url,instagram.com/offcampusjobsindia_it,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-03-31 22:41:03,4149409,fqdn,youtube.com,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-03-31 22:41:03,4149409,fqdn,instagram.com,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-03-31 22:41:03,4149409,instagramHandle,offcampusjobsindia_it,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-03-31 22:41:03,4149409,url,youtube.com/@offcampusjobsindia,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-03-31 22:41:03,4149409,url,instagram.com/offcampusjobsindia_it,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-01 10:41:03,4149604,fqdn,youtube.com,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-01 10:41:03,4149604,fqdn,instagram.com,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-01 10:41:03,4149604,instagramHandle,offcampusjobsindia_it,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-01 10:41:03,4149604,url,youtube.com/@offcampusjobsindia,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-01 10:41:03,4149604,url,instagram.com/offcampusjobsindia_it,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-01 22:41:02,4149860,fqdn,youtube.com,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-01 22:41:02,4149860,fqdn,instagram.com,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-01 22:41:02,4149860,instagramHandle,offcampusjobsindia_it,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-01 22:41:02,4149860,url,youtube.com/@offcampusjobsindia,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-01 22:41:02,4149860,url,instagram.com/offcampusjobsindia_it,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-02 11:41:04,4150159,fqdn,youtube.com,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-02 11:41:04,4150159,fqdn,instagram.com,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-02 11:41:04,4150159,instagramHandle,offcampusjobsindia_it,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-02 11:41:04,4150159,url,youtube.com/@offcampusjobsindia,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-02 11:41:04,4150159,url,instagram.com/offcampusjobsindia_it,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-03 02:41:03,4150431,fqdn,youtube.com,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-03 02:41:03,4150431,fqdn,instagram.com,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-03 02:41:03,4150431,instagramHandle,offcampusjobsindia_it,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-03 02:41:03,4150431,url,youtube.com/@offcampusjobsindia,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-03 02:41:03,4150431,url,instagram.com/offcampusjobsindia_it,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-03 13:16:11,4150735,fqdn,youtu.be,"Adobe Off Campus Drive 

 🎖Batch  -    2024 2023 2022 2021 - 2019
          https://youtu.be/Wx0LvE4ubi8?si=VeJbB7venQyEGDwH

WhatsApp  -   https://bit.ly/3tcjxV3"
IBM EXAM SOLUTION,Education,English,2024-04-03 13:16:11,4150735,fqdn,bit.ly,"Adobe Off Campus Drive 

 🎖Batch  -    2024 2023 2022 2021 - 2019
          https://youtu.be/Wx0LvE4ubi8?si=VeJbB7venQyEGDwH

WhatsApp  -   https://bit.ly/3tcjxV3"
IBM EXAM SOLUTION,Education,English,2024-04-03 13:16:11,4150735,url,https://youtu.be/Wx0LvE4ubi8?si=VeJbB7venQyEGDwH,"Adobe Off Campus Drive 

 🎖Batch  -    2024 2023 2022 2021 - 2019
          https://youtu.be/Wx0LvE4ubi8?si=VeJbB7venQyEGDwH

WhatsApp  -   https://bit.ly/3tcjxV3"
IBM EXAM SOLUTION,Education,English,2024-04-03 13:16:11,4150735,url,https://bit.ly/3tcjxV3,"Adobe Off Campus Drive 

 🎖Batch  -    2024 2023 2022 2021 - 2019
          https://youtu.be/Wx0LvE4ubi8?si=VeJbB7venQyEGDwH

WhatsApp  -   https://bit.ly/3tcjxV3"
IBM EXAM SOLUTION,Education,English,2024-04-03 14:41:02,4150760,fqdn,youtube.com,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-03 14:41:02,4150760,fqdn,instagram.com,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
